CName,PIp,CIp,AngleCAntennaToPRadio (°),AnglePAntennaToCRadio (°),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
radio1,192.168.1.254,192.168.1.22,60,15,100,150,dirt,0.5,None, None
Date (Mon/Day/Year),Time (Hour:Min:Sec),Channel,PTxPower,PRxGain,Bandwidth,PTemp (°C),PUpTime (Day-Hour:Min:Sec),PFreeMemory (%),DS0,DS1,DRSSI,DNoiseFloor,DSNR,DTxModulation,DRxModulation,CTemp (°C),CUpTime,ULinkUpTime,CTxPower,US0,US1,USRSSI,USNoiseFloor,USNR,UTxModulation,UTxPackets (Pkts.),URxModulation,URxPackets (Pkts.),PingTimeAVG
2025-03-05,16:56:18,17,5.0,2.0,6.0,33.00,24-22:35:03,70,-82.0,-82.0,-79.0,-106.0,27.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:16:32,0-08:00:06,7.0,-89.0,-93.0,-88.0,-100.0,12.0,MCS 10 short GI,177070,MCS 2 short GI,61438,0
2025-03-05,16:56:28,17,5.0,2.0,6.0,33.00,24-22:35:14,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:16:44,0-08:00:18,7.0,-90.0,-94.0,-88.0,-99.0,11.0,MCS 10 short GI,177149,MCS 2 short GI,61468,0
2025-03-05,16:56:39,17,5.0,2.0,6.0,33.00,24-22:35:26,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:16:53,0-08:00:30,7.0,-90.0,-93.0,-88.0,-100.0,12.0,MCS 10 short GI,177251,MCS 2 short GI,61498,0
2025-03-05,16:56:49,17,5.0,2.0,6.0,33.00,24-22:35:34,69,-86.0,-83.0,-82.0,-105.0,23.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:17:05,0-08:00:38,7.0,-89.0,-95.0,-88.0,-101.0,13.0,MCS 10 short GI,177302,MCS 1 short GI,61519,0
2025-03-05,16:56:59,17,5.0,2.0,6.0,33.00,24-22:35:47,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:17:14,0-08:00:50,7.0,-89.0,-95.0,-88.0,-100.0,12.0,MCS 10,177386,MCS 1 short GI,61549,0
2025-03-05,16:57:10,17,5.0,2.0,6.0,33.00,24-22:35:58,70,-82.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:17:26,0-08:01:02,7.0,-89.0,-91.0,-87.0,-100.0,13.0,MCS 10,177470,MCS 1,61576,0
2025-03-05,16:57:20,17,5.0,2.0,6.0,33.00,24-22:36:05,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:17:35,0-08:01:09,7.0,-90.0,-95.0,-89.0,-99.0,10.0,MCS 10,177527,MCS 1,61601,0
2025-03-05,16:57:30,17,5.0,2.0,6.0,33.00,24-22:36:17,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 2 shortGI,MCS 10,40.00,1-00:17:47,0-08:01:21,7.0,-90.0,-93.0,-88.0,-98.0,10.0,MCS 10,177597,MCS 2 short GI,61628,0
2025-03-05,16:57:41,17,5.0,2.0,6.0,32.00,24-22:36:29,70,-83.0,-82.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:17:56,0-08:01:33,7.0,-90.0,-92.0,-88.0,-99.0,11.0,MCS 10,177684,MCS 1,61652,0
2025-03-05,16:57:51,17,5.0,2.0,6.0,32.00,24-22:36:36,70,-83.0,-82.0,-80.0,-105.0,25.0,MCS 1,MCS 4 shortGI,40.00,1-00:18:08,0-08:01:40,7.0,-90.0,-93.0,-88.0,-99.0,11.0,MCS 10,177735,MCS 1,61675,0
2025-03-05,16:58:01,17,5.0,2.0,6.0,32.00,24-22:36:48,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:18:17,0-08:01:52,7.0,-91.0,-93.0,-89.0,-98.0,9.0,MCS 10,177806,MCS 1 short GI,61703,0
2025-03-05,16:58:12,17,5.0,2.0,6.0,32.00,24-22:36:56,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:18:29,0-08:02:00,7.0,-91.0,-94.0,-89.0,-99.0,10.0,MCS 10 short GI,177872,MCS 1 short GI,61724,0
2025-03-05,16:58:22,17,5.0,2.0,6.0,32.00,24-22:37:08,70,-84.0,-81.0,-79.0,-106.0,27.0,MCS 1 shortGI,MCS 5 shortGI,40.00,1-00:18:38,0-08:02:12,7.0,-90.0,-92.0,-88.0,-101.0,13.0,MCS 10 short GI,177961,MCS 1 short GI,61755,0
2025-03-05,16:58:33,17,5.0,2.0,6.0,32.00,24-22:37:20,69,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:18:47,0-08:02:23,7.0,-92.0,-97.0,-91.0,-101.0,10.0,MCS 10 short GI,178025,MCS 1 short GI,61781,0
2025-03-05,16:58:43,17,5.0,2.0,6.0,32.00,24-22:37:27,70,-83.0,-82.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:18:59,0-08:02:31,7.0,-91.0,-96.0,-90.0,-101.0,11.0,MCS 10 short GI,178101,MCS 1 short GI,61805,0
2025-03-05,16:58:53,17,5.0,2.0,6.0,32.00,24-22:37:39,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:19:08,0-08:02:42,7.0,-90.0,-95.0,-88.0,-102.0,14.0,MCS 10 short GI,178207,MCS 1,61849,0
2025-03-05,16:59:04,17,5.0,2.0,6.0,32.00,24-22:37:50,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:19:20,0-08:02:54,7.0,-89.0,-90.0,-86.0,-100.0,14.0,MCS 10 short GI,178287,MCS 1 short GI,61889,0
2025-03-05,16:59:14,17,5.0,2.0,6.0,32.00,24-22:38:02,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:19:29,0-08:03:06,7.0,-91.0,-93.0,-89.0,-100.0,11.0,MCS 10 short GI,178391,MCS 1 short GI,61930,0
2025-03-05,16:59:24,17,5.0,2.0,6.0,32.00,24-22:38:10,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:19:41,0-08:03:13,7.0,-89.0,-89.0,-86.0,-100.0,14.0,MCS 10,178451,MCS 1,61955,0
2025-03-05,16:59:35,17,5.0,2.0,6.0,32.00,24-22:38:21,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:19:50,0-08:03:25,7.0,-91.0,-97.0,-90.0,-100.0,10.0,MCS 10,178531,MCS 1,61994,0
2025-03-05,16:59:45,17,5.0,2.0,6.0,32.00,24-22:38:33,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:20:02,0-08:03:37,7.0,-89.0,-95.0,-88.0,-101.0,13.0,MCS 10,178630,MCS 1 short GI,62034,0
2025-03-05,16:59:56,17,5.0,2.0,6.0,32.00,24-22:38:41,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:20:11,0-08:03:45,7.0,-91.0,-92.0,-88.0,-98.0,10.0,MCS 10,178696,MCS 1,62064,0
2025-03-05,17:00:06,17,5.0,2.0,6.0,32.00,24-22:38:53,70,-83.0,-82.0,-79.0,-105.0,26.0,MCS 1,MCS 9 shortGI,40.00,1-00:20:23,0-08:03:56,7.0,-92.0,-95.0,-90.0,-100.0,10.0,MCS 10,178775,MCS 1,62098,0
2025-03-05,17:00:16,17,5.0,2.0,6.0,32.00,24-22:39:01,69,-83.0,-80.0,-78.0,-105.0,27.0,MCS 1 shortGI,MCS 9 shortGI,40.00,1-00:20:32,0-08:04:04,7.0,-90.0,-95.0,-88.0,-100.0,12.0,MCS 9 short GI,178850,MCS 1 short GI,62128,0
2025-03-05,17:00:27,17,5.0,2.0,6.0,32.00,24-22:39:13,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 7,40.00,1-00:20:41,0-08:04:16,7.0,-92.0,-97.0,-91.0,-100.0,9.0,MCS 7,178947,MCS 1 short GI,62170,0
2025-03-05,17:00:37,17,5.0,2.0,6.0,32.00,24-22:39:24,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10,40.00,1-00:20:53,0-08:04:28,7.0,-91.0,-93.0,-89.0,-99.0,10.0,MCS 10,179032,MCS 1 short GI,62208,0
2025-03-05,17:00:47,17,5.0,2.0,6.0,32.00,24-22:39:32,70,-84.0,-83.0,-81.0,-106.0,25.0,MCS 1 shortGI,MCS 10,40.00,1-00:21:02,0-08:04:39,7.0,-91.0,-91.0,-88.0,-98.0,10.0,MCS 10,179109,MCS 1 short GI,62235,0
2025-03-05,17:00:58,17,5.0,2.0,6.0,32.00,24-22:39:44,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 13 shortGI,40.00,1-00:21:14,0-08:04:47,7.0,-91.0,-94.0,-89.0,-99.0,10.0,MCS 10,179205,MCS 1,62276,0
2025-03-05,17:01:08,17,5.0,2.0,6.0,32.00,24-22:39:55,70,-85.0,-82.0,-80.0,-105.0,25.0,MCS 1,MCS 10,40.00,1-00:21:23,0-08:04:58,7.0,-89.0,-91.0,-87.0,-97.0,10.0,MCS 10,179293,MCS 1,62315,0
2025-03-05,17:01:18,17,5.0,2.0,6.0,32.00,24-22:40:06,70,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1,MCS 10,40.00,1-00:21:35,0-08:05:10,7.0,-91.0,-91.0,-88.0,-97.0,9.0,MCS 10,179391,MCS 1,62358,0
2025-03-05,17:01:29,17,5.0,2.0,6.0,32.00,24-22:40:14,70,-83.0,-83.0,-80.0,-106.0,26.0,MCS 1,MCS 10,40.00,1-00:21:44,0-08:05:18,7.0,-90.0,-92.0,-88.0,-99.0,11.0,MCS 10,179441,MCS 1,62386,0
2025-03-05,17:01:39,17,5.0,2.0,6.0,32.00,24-22:40:26,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:21:56,0-08:05:29,7.0,-91.0,-93.0,-89.0,-98.0,9.0,MCS 10 short GI,179501,MCS 1 short GI,62419,0
2025-03-05,17:01:50,17,5.0,2.0,6.0,32.00,24-22:40:38,70,-84.0,-83.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:22:05,0-08:05:42,7.0,-91.0,-96.0,-90.0,-99.0,9.0,MCS 10 short GI,179575,MCS 1 short GI,62462,0
2025-03-05,17:02:00,17,5.0,2.0,6.0,32.00,24-22:40:45,70,-83.0,-83.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:22:17,0-08:05:49,7.0,-91.0,-95.0,-90.0,-100.0,10.0,MCS 10 short GI,179620,MCS 2 short GI,62488,0
2025-03-05,17:02:10,17,5.0,2.0,6.0,32.00,24-22:40:57,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,39.00,1-00:22:26,0-08:06:00,7.0,-90.0,-92.0,-88.0,-100.0,12.0,MCS 10 short GI,179688,MCS 1 short GI,62529,0
2025-03-05,17:02:21,17,5.0,2.0,6.0,32.00,24-22:41:05,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10,39.00,1-00:22:35,0-08:06:13,7.0,-92.0,-96.0,-91.0,-100.0,9.0,MCS 10,179743,MCS 1 short GI,62562,0
2025-03-05,17:02:31,17,5.0,2.0,6.0,32.00,24-22:41:17,70,-85.0,-81.0,-80.0,-105.0,25.0,MCS 1,MCS 10 shortGI,39.00,1-00:22:47,0-08:06:21,7.0,-91.0,-94.0,-90.0,-100.0,10.0,MCS 9,179813,MCS 1 short GI,62596,0
2025-03-05,17:02:41,17,5.0,2.0,6.0,32.00,24-22:41:28,69,-84.0,-81.0,-80.0,-105.0,25.0,MCS 1,MCS 10,39.00,1-00:22:56,0-08:06:32,7.0,-92.0,-94.0,-90.0,-100.0,10.0,MCS 10,179875,MCS 1,62633,0
2025-03-05,17:02:52,17,5.0,2.0,6.0,32.00,24-22:41:40,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:23:08,0-08:06:43,7.0,-89.0,-92.0,-88.0,-100.0,12.0,MCS 10,179965,MCS 1 short GI,62675,0
2025-03-05,17:03:02,17,5.0,2.0,6.0,32.00,24-22:41:48,70,-84.0,-81.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:23:17,0-08:06:51,7.0,-91.0,-94.0,-89.0,-100.0,11.0,MCS 10 short GI,180022,MCS 1 short GI,62695,0
2025-03-05,17:03:12,17,5.0,2.0,6.0,32.00,24-22:41:59,70,-84.0,-83.0,-80.0,-106.0,26.0,MCS 1,MCS 10 shortGI,39.00,1-00:23:29,0-08:07:03,7.0,-91.0,-92.0,-89.0,-99.0,10.0,MCS 10 short GI,180096,MCS 1 short GI,62717,0
2025-03-05,17:03:23,17,5.0,2.0,6.0,32.00,24-22:42:11,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:23:38,0-08:07:15,7.0,-90.0,-93.0,-88.0,-99.0,11.0,MCS 10 short GI,180187,MCS 1 short GI,62752,0
2025-03-05,17:03:33,17,5.0,2.0,6.0,32.00,24-22:42:19,70,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1,MCS 10,39.00,1-00:23:47,0-08:07:22,7.0,-92.0,-94.0,-90.0,-98.0,8.0,MCS 10 short GI,180235,MCS 1,62769,0
2025-03-05,17:03:43,17,5.0,2.0,6.0,32.00,24-22:42:31,70,-85.0,-82.0,-80.0,-105.0,25.0,MCS 1,MCS 10,39.00,1-00:23:59,0-08:07:34,7.0,-90.0,-94.0,-88.0,-100.0,12.0,MCS 10,180320,MCS 0,62797,0
2025-03-05,17:03:54,17,5.0,2.0,6.0,32.00,24-22:42:39,70,-83.0,-81.0,-79.0,-106.0,27.0,MCS 1 shortGI,MCS 10,39.00,1-00:24:08,0-08:07:42,7.0,-92.0,-95.0,-90.0,-100.0,10.0,MCS 10,180376,MCS 2,62820,0
2025-03-05,17:04:04,17,5.0,2.0,6.0,32.00,24-22:42:50,70,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10,39.00,1-00:24:21,0-08:07:54,7.0,-89.0,-93.0,-87.0,-100.0,13.0,MCS 10,180450,MCS 1 short GI,62846,0
2025-03-05,17:04:14,17,5.0,2.0,6.0,32.00,24-22:43:02,70,-84.0,-83.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10,39.00,1-00:24:29,0-08:08:06,7.0,-91.0,-91.0,-88.0,-98.0,10.0,MCS 10,180531,MCS 1 short GI,62872,0
2025-03-05,17:04:25,17,5.0,2.0,6.0,32.00,24-22:43:10,70,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10,39.00,1-00:24:41,0-08:08:13,7.0,-90.0,-92.0,-88.0,-98.0,10.0,MCS 10,180590,MCS 1 short GI,62898,0
2025-03-05,17:04:35,17,5.0,2.0,6.0,32.00,24-22:43:21,70,-83.0,-82.0,-79.0,-106.0,27.0,MCS 1 shortGI,MCS 10,39.00,1-00:24:51,0-08:08:25,7.0,-91.0,-92.0,-89.0,-98.0,9.0,MCS 10 short GI,180671,MCS 1 short GI,62926,0
2025-03-05,17:04:46,17,5.0,2.0,6.0,32.00,24-22:43:33,70,-84.0,-83.0,-81.0,-106.0,25.0,MCS 1 shortGI,MCS 3 shortGI,39.00,1-00:25:02,0-08:08:36,7.0,-91.0,-95.0,-90.0,-100.0,10.0,MCS 10 short GI,180758,MCS 1 short GI,62954,0
2025-03-05,17:04:56,17,5.0,2.0,6.0,32.00,24-22:43:45,70,-84.0,-81.0,-79.0,-106.0,27.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:25:11,0-08:08:48,7.0,-91.0,-94.0,-89.0,-99.0,10.0,MCS 10 short GI,180843,MCS 1 short GI,62983,0
2025-03-05,17:05:06,17,5.0,2.0,6.0,32.00,24-22:43:52,70,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:25:23,0-08:08:55,7.0,-88.0,-91.0,-86.0,-99.0,13.0,MCS 10 short GI,180902,MCS 1 short GI,63001,0
2025-03-05,17:05:17,17,5.0,2.0,6.0,32.00,24-22:44:04,70,-83.0,-82.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:25:33,0-08:09:08,7.0,-91.0,-93.0,-89.0,-99.0,10.0,MCS 10 short GI,180987,MCS 1 short GI,63029,0
2025-03-05,17:05:27,17,5.0,2.0,6.0,32.00,24-22:44:12,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:25:42,0-08:09:16,7.0,-91.0,-95.0,-89.0,-100.0,11.0,MCS 10 short GI,181041,MCS 1 short GI,63054,0
2025-03-05,17:05:37,17,5.0,2.0,6.0,32.00,24-22:44:24,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 2,MCS 10,39.00,1-00:25:54,0-08:09:27,7.0,-91.0,-96.0,-90.0,-100.0,10.0,MCS 10 short GI,181120,MCS 1 short GI,63075,0
2025-03-05,17:05:48,17,5.0,2.0,6.0,32.00,24-22:44:36,70,-85.0,-82.0,-80.0,-105.0,25.0,MCS 2,MCS 10 shortGI,39.00,1-00:26:03,0-08:09:39,7.0,-91.0,-96.0,-90.0,-101.0,11.0,MCS 10 short GI,181206,MCS 2,63107,0
2025-03-05,17:05:58,17,5.0,2.0,6.0,32.00,24-22:44:43,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 9,39.00,1-00:26:15,0-08:09:47,7.0,-91.0,-96.0,-90.0,-100.0,10.0,MCS 9,181252,MCS 1 short GI,63128,0
2025-03-05,17:06:08,17,5.0,2.0,6.0,32.00,24-22:44:54,70,-83.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,39.00,1-00:26:24,0-08:09:58,7.0,-89.0,-95.0,-88.0,-100.0,12.0,MCS 10 short GI,181339,MCS 1 short GI,63155,0
2025-03-05,17:06:19,17,5.0,2.0,6.0,32.00,24-22:45:07,70,-84.0,-83.0,-80.0,-106.0,26.0,MCS 1,MCS 10 shortGI,39.00,1-00:26:36,0-08:10:10,7.0,-91.0,-95.0,-89.0,-100.0,11.0,MCS 10 short GI,181422,MCS 1,63185,0
2025-03-05,17:06:29,17,5.0,2.0,6.0,32.00,24-22:45:15,70,-85.0,-82.0,-80.0,-105.0,25.0,MCS 0,MCS 10,39.00,1-00:26:45,0-08:10:18,7.0,-94.0,-96.0,-92.0,-100.0,8.0,MCS 10 short GI,181464,MCS 0,63202,0
2025-03-05,17:06:39,17,5.0,2.0,6.0,32.00,24-22:45:25,70,-84.0,-83.0,-80.0,-106.0,26.0,MCS 0,MCS 10 shortGI,39.00,1-00:26:54,0-08:10:29,7.0,-91.0,-96.0,-90.0,-100.0,10.0,MCS 10 short GI,181550,MCS 0,63227,0
2025-03-05,17:06:50,17,5.0,2.0,6.0,32.00,24-22:45:37,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 0,MCS 10 shortGI,39.00,1-00:27:06,0-08:10:41,7.0,-91.0,-96.0,-90.0,-100.0,10.0,MCS 10 short GI,181632,MCS 0,63258,0
2025-03-05,17:07:00,17,5.0,2.0,6.0,32.00,24-22:45:49,70,-83.0,-80.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,39.00,1-00:27:15,0-08:10:52,7.0,-89.0,-94.0,-88.0,-99.0,11.0,MCS 10 short GI,181710,MCS 2 short GI,63285,0
