CName,PIp,CIp,AngleCAntennaToPRadio (°),AnglePAntennaToCRadio (°),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
radio1,192.168.1.254,192.168.1.22,60,15,100,150,dirt,0.5,None, None
Date (Mon/Day/Year),Time (Hour:Min:Sec),Channel,PTxPower,PRxGain,Bandwidth,PTemp (°C),PUpTime (Day-Hour:Min:Sec),PFreeMemory (%),DS0,DS1,DRSSI,DNoiseFloor,DSNR,DTxModulation,DRxModulation,CTemp (°C),CUpTime,ULinkUpTime,CTxPower,US0,US1,USRSSI,USNoiseFloor,USNR,UTxModulation,UTxPackets (Pkts.),URxModulation,URxPackets (Pkts.),PingTimeAVG
2025-03-05,16:45:15,17,5.0,2.0,6.0,33.00,24-22:24:00,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 1,MCS 10,40.00,1-00:05:31,0-07:49:03,7.0,-90.0,-96.0,-89.0,-100.0,11.0,MCS 10 short GI,172280,MCS 1,59554,0
2025-03-05,16:45:25,17,5.0,2.0,6.0,33.00,24-22:24:12,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 2 shortGI,MCS 10,40.00,1-00:05:40,0-07:49:15,7.0,-91.0,-96.0,-89.0,-101.0,12.0,MCS 10,172367,MCS 2 short GI,59584,0
2025-03-05,16:45:35,17,5.0,2.0,6.0,33.00,24-22:24:23,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:05:52,0-07:49:27,7.0,-89.0,-92.0,-87.0,-100.0,13.0,MCS 12 short GI,172443,MCS 0 short GI,59611,0
2025-03-05,16:45:46,17,5.0,2.0,6.0,33.00,24-22:24:32,69,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:06:01,0-07:49:35,7.0,-90.0,-97.0,-90.0,-100.0,10.0,MCS 10,172504,MCS 1 short GI,59634,0
2025-03-05,16:45:56,17,5.0,2.0,6.0,33.00,24-22:24:43,70,-83.0,-80.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:06:11,0-07:49:47,7.0,-90.0,-95.0,-89.0,-100.0,11.0,MCS 10 short GI,172582,MCS 1 short GI,59661,0
2025-03-05,16:46:06,17,5.0,2.0,6.0,33.00,24-22:24:55,69,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 6 shortGI,40.00,1-00:06:22,0-07:49:58,7.0,-91.0,-96.0,-90.0,-100.0,10.0,MCS 10,172668,MCS 0,59691,0
2025-03-05,16:46:17,17,5.0,2.0,6.0,33.00,24-22:25:03,70,-84.0,-80.0,-79.0,-105.0,26.0,MCS 2,MCS 10 shortGI,40.00,1-00:06:31,0-07:50:06,7.0,-91.0,-94.0,-90.0,-100.0,10.0,MCS 10 short GI,172734,MCS 1,59713,0
2025-03-05,16:46:27,17,5.0,2.0,6.0,33.00,24-22:25:14,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 1,MCS 10 shortGI,40.00,1-00:06:43,0-07:50:18,7.0,-90.0,-95.0,-89.0,-98.0,9.0,MCS 10 short GI,172815,MCS 1,59740,0
2025-03-05,16:46:37,17,5.0,2.0,6.0,33.00,24-22:25:22,69,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:06:52,0-07:50:25,7.0,-89.0,-94.0,-88.0,-100.0,12.0,MCS 10 short GI,172860,MCS 1 short GI,59755,0
2025-03-05,16:46:48,17,5.0,2.0,6.0,33.00,24-22:25:34,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:07:04,0-07:50:37,7.0,-90.0,-98.0,-90.0,-99.0,9.0,MCS 10,172947,MCS 1,59787,0
2025-03-05,16:46:58,17,5.0,2.0,6.0,33.00,24-22:25:45,70,-85.0,-83.0,-81.0,-105.0,24.0,MCS 1,MCS 10,40.00,1-00:07:13,0-07:50:48,7.0,-91.0,-94.0,-89.0,-99.0,10.0,MCS 10,173028,MCS 1,59814,0
2025-03-05,16:47:09,17,5.0,2.0,6.0,33.00,24-22:25:53,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:07:25,0-07:50:57,7.0,-89.0,-94.0,-88.0,-100.0,12.0,MCS 10 short GI,173092,MCS 2 short GI,59837,0
2025-03-05,16:47:19,17,5.0,2.0,6.0,33.00,24-22:26:05,70,-83.0,-79.0,-78.0,-105.0,27.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:07:34,0-07:51:09,7.0,-90.0,-96.0,-89.0,-100.0,11.0,MCS 10 short GI,173174,MCS 1 short GI,59868,0
2025-03-05,16:47:29,17,5.0,2.0,6.0,33.00,24-22:26:17,70,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:07:46,0-07:51:20,7.0,-89.0,-90.0,-86.0,-96.0,10.0,MCS 10 short GI,173252,MCS 1 short GI,59896,0
2025-03-05,16:47:40,17,5.0,2.0,6.0,33.00,24-22:26:25,69,-83.0,-79.0,-78.0,-105.0,27.0,MCS 1 shortGI,MCS 9 shortGI,40.00,1-00:07:56,0-07:51:28,7.0,-91.0,-95.0,-89.0,-98.0,9.0,MCS 10 short GI,173319,MCS 1 short GI,59911,0
2025-03-05,16:47:50,17,5.0,2.0,6.0,33.00,24-22:26:38,70,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1,MCS 9 shortGI,40.00,1-00:08:04,0-07:51:41,7.0,-90.0,-99.0,-90.0,-101.0,11.0,MCS 9 short GI,173405,MCS 1,59944,0
2025-03-05,16:48:00,17,5.0,2.0,6.0,33.00,24-22:26:49,69,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1,MCS 6,40.00,1-00:08:16,0-07:51:52,7.0,-90.0,-96.0,-89.0,-100.0,11.0,MCS 6,173485,MCS 1 short GI,59971,0
2025-03-05,16:48:11,17,5.0,2.0,6.0,33.00,24-22:26:57,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:08:25,0-07:52:00,7.0,-91.0,-94.0,-89.0,-101.0,12.0,MCS 10 short GI,173557,MCS 1,59993,0
2025-03-05,16:48:21,17,5.0,2.0,6.0,33.00,24-22:27:08,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:08:37,0-07:52:12,7.0,-91.0,-92.0,-88.0,-101.0,13.0,MCS 10 short GI,173648,MCS 2 short GI,60022,0
2025-03-05,16:48:31,17,5.0,2.0,6.0,33.00,24-22:27:20,70,-84.0,-80.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:08:46,0-07:52:23,7.0,-91.0,-98.0,-90.0,-100.0,10.0,MCS 10 short GI,173730,MCS 2 short GI,60049,0
2025-03-05,16:48:42,17,5.0,2.0,6.0,33.00,24-22:27:28,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:08:58,0-07:52:32,7.0,-91.0,-97.0,-90.0,-99.0,9.0,MCS 10 short GI,173790,MCS 2 short GI,60066,0
2025-03-05,16:48:52,17,5.0,2.0,6.0,33.00,24-22:27:39,70,-84.0,-80.0,-79.0,-106.0,27.0,MCS 2 shortGI,MCS 12,40.00,1-00:09:07,0-07:52:43,7.0,-92.0,-96.0,-90.0,-100.0,10.0,MCS 12,173858,MCS 2 short GI,60096,0
2025-03-05,16:49:02,17,5.0,2.0,6.0,33.00,24-22:27:50,70,-84.0,-79.0,-78.0,-105.0,27.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:09:16,0-07:52:54,7.0,-92.0,-97.0,-90.0,-102.0,12.0,MCS 10 short GI,173937,MCS 2,60123,0
2025-03-05,16:49:13,17,5.0,2.0,6.0,33.00,24-22:27:58,69,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:09:28,0-07:53:02,7.0,-91.0,-97.0,-90.0,-102.0,12.0,MCS 10 short GI,174001,MCS 1,60138,0
2025-03-05,16:49:23,17,5.0,2.0,6.0,33.00,24-22:28:10,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:09:40,0-07:53:13,7.0,-91.0,-95.0,-90.0,-100.0,10.0,MCS 10 short GI,174073,MCS 1,60168,0
2025-03-05,16:49:34,17,5.0,2.0,6.0,33.00,24-22:28:21,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:09:50,0-07:53:24,7.0,-90.0,-98.0,-89.0,-101.0,12.0,MCS 10,174152,MCS 1,60197,0
2025-03-05,16:49:44,17,5.0,2.0,6.0,33.00,24-22:28:30,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 6 shortGI,40.00,1-00:09:58,0-07:53:33,7.0,-89.0,-96.0,-88.0,-101.0,13.0,MCS 6 short GI,174221,MCS 1,60219,0
2025-03-05,16:49:54,17,5.0,2.0,6.0,33.00,24-22:28:41,70,-84.0,-80.0,-78.0,-105.0,27.0,MCS 2,MCS 7,40.00,1-00:10:10,0-07:53:45,7.0,-91.0,-98.0,-90.0,-101.0,11.0,MCS 7,174302,MCS 2,60249,0
2025-03-05,16:50:05,17,5.0,2.0,6.0,33.00,24-22:28:53,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 2,MCS 7,40.00,1-00:10:20,0-07:53:57,7.0,-89.0,-99.0,-89.0,-101.0,12.0,MCS 7,174388,MCS 2,60277,0
2025-03-05,16:50:15,17,5.0,2.0,6.0,33.00,24-22:29:02,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:10:31,0-07:54:05,7.0,-91.0,-95.0,-89.0,-100.0,11.0,MCS 12 short GI,174453,MCS 2,60296,0
2025-03-05,16:50:25,17,5.0,2.0,6.0,33.00,24-22:29:13,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 0 shortGI,MCS 10,40.00,1-00:10:40,0-07:54:16,7.0,-90.0,-95.0,-89.0,-99.0,10.0,MCS 10 short GI,174547,MCS 0 short GI,60336,0
2025-03-05,16:50:36,17,5.0,2.0,6.0,33.00,24-22:29:20,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 2 shortGI,MCS 10,40.00,1-00:10:52,0-07:54:24,7.0,-91.0,-95.0,-89.0,-97.0,8.0,MCS 10,174606,MCS 2 short GI,60364,0
2025-03-05,16:50:46,17,5.0,2.0,6.0,33.00,24-22:29:32,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10,40.00,1-00:11:01,0-07:54:36,7.0,-91.0,-94.0,-89.0,-100.0,11.0,MCS 10,174714,MCS 2 short GI,60405,0
2025-03-05,16:50:57,17,5.0,2.0,6.0,33.00,24-22:29:44,70,-83.0,-80.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10,40.00,1-00:11:13,0-07:54:48,7.0,-91.0,-91.0,-88.0,-100.0,12.0,MCS 10,174797,MCS 2 short GI,60446,0
2025-03-05,16:51:07,17,5.0,2.0,6.0,33.00,24-22:29:51,69,-83.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 7,40.00,1-00:11:23,0-07:54:55,7.0,-88.0,-91.0,-87.0,-101.0,14.0,MCS 10,174842,MCS 2 short GI,60465,0
2025-03-05,16:51:17,17,5.0,2.0,6.0,33.00,24-22:30:04,69,-84.0,-82.0,-80.0,-106.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:11:31,0-07:55:07,7.0,-89.0,-92.0,-87.0,-101.0,14.0,MCS 10 short GI,174953,MCS 1 short GI,60508,0
2025-03-05,16:51:28,17,5.0,2.0,6.0,33.00,24-22:30:15,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:11:43,0-07:55:18,7.0,-91.0,-94.0,-89.0,-98.0,9.0,MCS 10 short GI,175033,MCS 1 short GI,60547,0
2025-03-05,16:51:38,17,5.0,2.0,6.0,33.00,24-22:30:23,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:11:53,0-07:55:26,7.0,-90.0,-96.0,-89.0,-101.0,12.0,MCS 10 short GI,175093,MCS 1 short GI,60572,0
2025-03-05,16:51:48,17,5.0,2.0,6.0,33.00,24-22:30:35,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:12:05,0-07:55:39,7.0,-91.0,-96.0,-89.0,-102.0,13.0,MCS 10 short GI,175203,MCS 1,60620,0
2025-03-05,16:51:59,17,5.0,2.0,6.0,33.00,24-22:30:46,70,-83.0,-82.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:12:13,0-07:55:50,7.0,-91.0,-91.0,-88.0,-98.0,10.0,MCS 10 short GI,175281,MCS 1,60653,0
2025-03-05,16:52:09,17,5.0,2.0,6.0,33.00,24-22:30:54,70,-84.0,-79.0,-78.0,-105.0,27.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:12:26,0-07:55:57,7.0,-91.0,-93.0,-89.0,-98.0,9.0,MCS 10 short GI,175345,MCS 2 short GI,60681,0
2025-03-05,16:52:20,17,5.0,2.0,6.0,33.00,24-22:31:05,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10 shortGI,40.00,1-00:12:35,0-07:56:09,7.0,-90.0,-94.0,-89.0,-101.0,12.0,MCS 10 short GI,175445,MCS 1 short GI,60724,0
2025-03-05,16:52:30,17,5.0,2.0,6.0,33.00,24-22:31:17,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:12:46,0-07:56:21,7.0,-91.0,-93.0,-89.0,-100.0,11.0,MCS 10 short GI,175550,MCS 1 short GI,60763,0
2025-03-05,16:52:40,17,5.0,2.0,6.0,33.00,24-22:31:29,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:12:56,0-07:56:32,7.0,-90.0,-95.0,-89.0,-101.0,12.0,MCS 10 short GI,175637,MCS 1 short GI,60798,0
2025-03-05,16:52:51,17,5.0,2.0,6.0,33.00,24-22:31:36,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:13:07,0-07:56:40,7.0,-91.0,-97.0,-90.0,-101.0,11.0,MCS 10,175703,MCS 2 short GI,60830,0
2025-03-05,16:53:01,17,5.0,2.0,6.0,33.00,24-22:31:48,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:13:17,0-07:56:52,7.0,-91.0,-95.0,-90.0,-98.0,8.0,MCS 10 short GI,175792,MCS 1 short GI,60871,0
2025-03-05,16:53:11,17,5.0,2.0,6.0,33.00,24-22:31:57,69,-84.0,-83.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:13:26,0-07:57:00,7.0,-91.0,-91.0,-88.0,-98.0,10.0,MCS 10 short GI,175846,MCS 1 short GI,60901,0
2025-03-05,16:53:22,17,5.0,2.0,6.0,33.00,24-22:32:08,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 12 shortGI,40.00,1-00:13:37,0-07:57:12,7.0,-90.0,-95.0,-89.0,-100.0,11.0,MCS 12 short GI,175920,MCS 1 short GI,60945,0
2025-03-05,16:53:32,17,5.0,2.0,6.0,33.00,24-22:32:20,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 12 shortGI,40.00,1-00:13:46,0-07:57:24,7.0,-90.0,-97.0,-89.0,-101.0,12.0,MCS 10 short GI,175983,MCS 1 short GI,60984,0
2025-03-05,16:53:42,17,5.0,2.0,6.0,33.00,24-22:32:28,69,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:13:58,0-07:57:32,7.0,-89.0,-94.0,-88.0,-101.0,13.0,MCS 10 short GI,176025,MCS 1 short GI,61006,0
2025-03-05,16:53:53,17,5.0,2.0,6.0,33.00,24-22:32:39,70,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 10,40.00,1-00:14:08,0-07:57:43,7.0,-90.0,-93.0,-89.0,-97.0,8.0,MCS 10,176095,MCS 1 short GI,61047,0
2025-03-05,16:54:03,17,5.0,2.0,6.0,33.00,24-22:32:50,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:14:20,0-07:57:54,7.0,-89.0,-94.0,-88.0,-100.0,12.0,MCS 10,176160,MCS 1 short GI,61087,0
2025-03-05,16:54:13,17,5.0,2.0,6.0,33.00,24-22:32:58,69,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:14:28,0-07:58:02,7.0,-90.0,-90.0,-87.0,-98.0,11.0,MCS 10,176205,MCS 1 short GI,61110,0
2025-03-05,16:54:24,17,5.0,2.0,6.0,33.00,24-22:33:10,69,-85.0,-82.0,-80.0,-105.0,25.0,MCS 1 shortGI,MCS 3,40.00,1-00:14:41,0-07:58:13,7.0,-90.0,-96.0,-89.0,-100.0,11.0,MCS 10 short GI,176277,MCS 1 short GI,61152,0
2025-03-05,16:54:34,17,5.0,2.0,6.0,33.00,24-22:33:21,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10 shortGI,40.00,1-00:14:50,0-07:58:25,7.0,-90.0,-97.0,-89.0,-101.0,12.0,MCS 10 short GI,176356,MCS 1 short GI,61187,0
2025-03-05,16:54:44,17,5.0,2.0,6.0,33.00,24-22:33:29,70,-84.0,-80.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:15:02,0-07:58:33,7.0,-91.0,-96.0,-90.0,-99.0,9.0,MCS 10 short GI,176421,MCS 1 short GI,61210,0
2025-03-05,16:54:55,17,5.0,2.0,6.0,33.00,24-22:33:41,70,-83.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:15:11,0-07:58:45,7.0,-91.0,-95.0,-90.0,-100.0,10.0,MCS 10 short GI,176498,MCS 1 short GI,61236,0
2025-03-05,16:55:05,17,5.0,2.0,6.0,33.00,24-22:33:53,69,-84.0,-82.0,-80.0,-105.0,25.0,MCS 1,MCS 10 shortGI,40.00,1-00:15:20,0-07:58:56,7.0,-90.0,-97.0,-89.0,-100.0,11.0,MCS 10,176570,MCS 0,61262,0
2025-03-05,16:55:16,17,5.0,2.0,6.0,33.00,24-22:34:00,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1,MCS 10,40.00,1-00:15:32,0-07:59:04,7.0,-89.0,-97.0,-89.0,-99.0,10.0,MCS 10,176629,MCS 1,61284,0
2025-03-05,16:55:26,17,5.0,2.0,6.0,33.00,24-22:34:12,70,-83.0,-80.0,-78.0,-105.0,27.0,MCS 1,MCS 10 shortGI,40.00,1-00:15:41,0-07:59:16,7.0,-90.0,-96.0,-89.0,-102.0,13.0,MCS 10 short GI,176714,MCS 1,61314,0
2025-03-05,16:55:36,17,5.0,2.0,6.0,33.00,24-22:34:24,70,-82.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:15:53,0-07:59:27,7.0,-91.0,-96.0,-89.0,-102.0,13.0,MCS 10 short GI,176796,MCS 1,61342,0
2025-03-05,16:55:47,17,5.0,2.0,6.0,33.00,24-22:34:32,70,-84.0,-81.0,-79.0,-105.0,26.0,MCS 1 shortGI,MCS 10,40.00,1-00:16:02,0-07:59:36,7.0,-89.0,-94.0,-87.0,-98.0,11.0,MCS 10,176852,MCS 1 short GI,61364,0
2025-03-05,16:55:57,17,5.0,2.0,6.0,33.00,24-22:34:43,69,-83.0,-81.0,-79.0,-105.0,26.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:16:14,0-07:59:47,7.0,-90.0,-92.0,-88.0,-100.0,12.0,MCS 10,176927,MCS 1 short GI,61388,0
2025-03-05,16:56:07,17,5.0,2.0,6.0,33.00,24-22:34:55,69,-84.0,-81.0,-80.0,-105.0,25.0,MCS 2 shortGI,MCS 10 shortGI,40.00,1-00:16:23,0-07:59:58,7.0,-90.0,-96.0,-89.0,-100.0,11.0,MCS 10 short GI,177013,MCS 2 short GI,61416,0
